in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
2.08E+02,1.175E+03,-1.274E-01,-3.636E-01,1.000E-01
2.09E+02,1.202E+03,-1.321E-01,-3.327E-01,1.000E-01
2.10E+02,1.230E+03,-1.306E-01,-3.092E-01,1.000E-01
2.11E+02,1.259E+03,-1.353E-01,-3.183E-01,1.000E-01
2.12E+02,1.288E+03,-1.330E-01,-3.336E-01,1.000E-01
2.13E+02,1.318E+03,-1.365E-01,-3.194E-01,1.000E-01
2.14E+02,1.349E+03,-1.380E-01,-3.768E-01,1.000E-01
2.15E+02,1.380E+03,-1.361E-01,-3.244E-01,1.000E-01
2.16E+02,1.413E+03,-1.425E-01,-3.419E-01,1.000E-01
2.17E+02,1.445E+03,-1.436E-01,-3.509E-01,1.000E-01
2.18E+02,1.479E+03,-1.385E-01,-3.228E-01,1.000E-01
2.19E+02,1.514E+03,-1.452E-01,-3.118E-01,1.000E-01
2.20E+02,1.549E+03,-1.371E-01,-3.045E-01,1.000E-01
2.21E+02,1.585E+03,-1.408E-01,-3.332E-01,1.000E-01
2.22E+02,1.622E+03,-1.331E-01,-3.136E-01,1.000E-01
2.23E+02,1.660E+03,-1.425E-01,-3.005E-01,1.000E-01
2.24E+02,1.698E+03,-1.399E-01,-3.187E-01,1.000E-01
2.25E+02,1.738E+03,-1.386E-01,-2.809E-01,1.000E-01
2.26E+02,1.778E+03,-1.393E-01,-2.735E-01,1.000E-01
2.27E+02,1.820E+03,-1.454E-01,-2.939E-01,1.000E-01
2.28E+02,1.862E+03,-1.460E-01,-2.842E-01,1.000E-01
2.29E+02,1.905E+03,-1.459E-01,-2.441E-01,1.000E-01
2.30E+02,1.950E+03,-1.485E-01,-2.689E-01,1.000E-01
2.31E+02,1.995E+03,-1.481E-01,-2.370E-01,1.000E-01
2.32E+02,2.042E+03,-1.505E-01,-2.220E-01,1.000E-01
2.33E+02,2.089E+03,-1.499E-01,-2.569E-01,1.000E-01
2.34E+02,2.138E+03,-1.495E-01,-2.353E-01,1.000E-01
2.35E+02,2.188E+03,-1.494E-01,-2.225E-01,1.000E-01
2.36E+02,2.239E+03,-1.500E-01,-2.174E-01,1.000E-01
2.37E+02,2.291E+03,-1.478E-01,-2.404E-01,1.000E-01
2.38E+02,2.344E+03,-1.454E-01,-2.511E-01,1.000E-01
2.39E+02,2.399E+03,-1.507E-01,-2.183E-01,1.000E-01
2.40E+02,2.455E+03,-1.473E-01,-2.376E-01,1.000E-01
2.41E+02,2.512E+03,-1.477E-01,-2.092E-01,1.000E-01
2.42E+02,2.570E+03,-1.547E-01,-2.137E-01,1.000E-01
2.43E+02,2.630E+03,-1.555E-01,-2.169E-01,1.000E-01
2.44E+02,2.692E+03,-1.513E-01,-2.220E-01,1.000E-01
2.45E+02,2.754E+03,-1.527E-01,-2.474E-01,1.000E-01
2.46E+02,2.818E+03,-1.490E-01,-1.858E-01,1.000E-01
2.47E+02,2.884E+03,-1.514E-01,-2.114E-01,1.000E-01
2.48E+02,2.951E+03,-1.508E-01,-2.037E-01,1.000E-01
2.49E+02,3.020E+03,-1.526E-01,-1.966E-01,1.000E-01
2.50E+02,3.090E+03,-1.529E-01,-1.548E-01,1.000E-01
2.51E+02,3.162E+03,-1.531E-01,-1.811E-01,1.000E-01
2.52E+02,3.236E+03,-1.463E-01,-1.544E-01,1.000E-01
2.53E+02,3.311E+03,-1.520E-01,-2.142E-01,1.000E-01
2.54E+02,3.388E+03,-1.497E-01,-1.723E-01,1.000E-01
2.55E+02,3.467E+03,-1.545E-01,-1.791E-01,1.000E-01
2.56E+02,3.548E+03,-1.532E-01,-1.640E-01,1.000E-01
2.57E+02,3.631E+03,-1.524E-01,-1.811E-01,1.000E-01
2.58E+02,3.715E+03,-1.537E-01,-1.730E-01,1.000E-01
2.59E+02,3.802E+03,-1.536E-01,-1.496E-01,1.000E-01
2.60E+02,3.890E+03,-1.513E-01,-1.935E-01,1.000E-01
2.61E+02,3.981E+03,-1.517E-01,-1.755E-01,1.000E-01
2.62E+02,4.074E+03,-1.532E-01,-1.666E-01,1.000E-01
2.63E+02,4.169E+03,-1.521E-01,-1.819E-01,1.000E-01
2.64E+02,4.266E+03,-1.516E-01,-1.538E-01,1.000E-01
2.65E+02,4.365E+03,-1.531E-01,-1.711E-01,1.000E-01
2.66E+02,4.467E+03,-1.518E-01,-1.915E-01,1.000E-01
2.67E+02,4.571E+03,-1.521E-01,-1.703E-01,1.000E-01
2.68E+02,4.677E+03,-1.540E-01,-1.581E-01,1.000E-01
2.69E+02,4.786E+03,-1.554E-01,-1.720E-01,1.000E-01
2.70E+02,4.898E+03,-1.526E-01,-1.414E-01,1.000E-01
2.71E+02,5.012E+03,-1.553E-01,-1.543E-01,1.000E-01
2.72E+02,5.129E+03,-1.538E-01,-1.797E-01,1.000E-01
2.73E+02,5.248E+03,-1.505E-01,-1.823E-01,1.000E-01
2.74E+02,5.370E+03,-1.506E-01,-1.628E-01,1.000E-01
2.75E+02,5.495E+03,-1.539E-01,-1.900E-01,1.000E-01
2.76E+02,5.623E+03,-1.520E-01,-1.436E-01,1.000E-01
2.77E+02,5.754E+03,-1.549E-01,-1.532E-01,1.000E-01
2.78E+02,5.888E+03,-1.574E-01,-1.349E-01,1.000E-01
2.79E+02,6.026E+03,-1.535E-01,-1.499E-01,1.000E-01
2.80E+02,6.166E+03,-1.491E-01,-1.585E-01,1.000E-01
2.81E+02,6.310E+03,-1.530E-01,-1.693E-01,1.000E-01
2.82E+02,6.457E+03,-1.568E-01,-1.778E-01,1.000E-01
2.83E+02,6.607E+03,-1.526E-01,-1.774E-01,1.000E-01
2.84E+02,6.761E+03,-1.498E-01,-1.726E-01,1.000E-01
2.85E+02,6.918E+03,-1.540E-01,-1.924E-01,1.000E-01
2.86E+02,7.079E+03,-1.563E-01,-1.612E-01,1.000E-01
2.87E+02,7.244E+03,-1.530E-01,-1.940E-01,1.000E-01
2.88E+02,7.413E+03,-1.561E-01,-1.761E-01,1.000E-01
2.89E+02,7.586E+03,-1.531E-01,-1.939E-01,1.000E-01
2.90E+02,7.762E+03,-1.526E-01,-1.892E-01,1.000E-01
2.91E+02,7.943E+03,-1.546E-01,-1.678E-01,1.000E-01
2.92E+02,8.128E+03,-1.532E-01,-1.887E-01,1.000E-01
2.93E+02,8.318E+03,-1.525E-01,-1.628E-01,1.000E-01
2.94E+02,8.511E+03,-1.552E-01,-1.983E-01,1.000E-01
2.95E+02,8.710E+03,-1.545E-01,-1.850E-01,1.000E-01
2.96E+02,8.913E+03,-1.542E-01,-1.813E-01,1.000E-01
2.97E+02,9.120E+03,-1.546E-01,-1.944E-01,1.000E-01
2.98E+02,9.333E+03,-1.550E-01,-1.834E-01,1.000E-01
2.99E+02,9.550E+03,-1.530E-01,-2.029E-01,1.000E-01
3.00E+02,9.772E+03,-1.537E-01,-1.915E-01,1.000E-01
3.01E+02,1.000E+04,-1.554E-01,-2.211E-01,1.000E-01
3.02E+02,1.023E+04,-1.533E-01,-2.044E-01,1.000E-01
3.03E+02,1.047E+04,-1.563E-01,-2.043E-01,1.000E-01
3.04E+02,1.072E+04,-1.558E-01,-2.154E-01,1.000E-01
3.05E+02,1.096E+04,-1.552E-01,-2.160E-01,1.000E-01
3.06E+02,1.122E+04,-1.580E-01,-2.261E-01,1.000E-01
3.07E+02,1.148E+04,-1.600E-01,-2.097E-01,1.000E-01
3.08E+02,1.175E+04,-1.617E-01,-2.341E-01,1.000E-01
3.09E+02,1.202E+04,-1.584E-01,-2.381E-01,1.000E-01
3.10E+02,1.230E+04,-1.601E-01,-2.277E-01,1.000E-01
3.11E+02,1.259E+04,-1.629E-01,-2.361E-01,1.000E-01
3.12E+02,1.288E+04,-1.621E-01,-2.518E-01,1.000E-01
3.13E+02,1.318E+04,-1.637E-01,-2.385E-01,1.000E-01
3.14E+02,1.349E+04,-1.621E-01,-2.696E-01,1.000E-01
3.15E+02,1.380E+04,-1.590E-01,-2.432E-01,1.000E-01
3.16E+02,1.413E+04,-1.611E-01,-2.533E-01,1.000E-01
3.17E+02,1.445E+04,-1.605E-01,-2.468E-01,1.000E-01
3.18E+02,1.479E+04,-1.627E-01,-2.723E-01,1.000E-01
3.19E+02,1.514E+04,-1.625E-01,-2.602E-01,1.000E-01
3.20E+02,1.549E+04,-1.644E-01,-2.643E-01,1.000E-01
3.21E+02,1.585E+04,-1.626E-01,-2.841E-01,1.000E-01
3.22E+02,1.622E+04,-1.629E-01,-2.632E-01,1.000E-01
3.23E+02,1.660E+04,-1.632E-01,-2.764E-01,1.000E-01
3.24E+02,1.698E+04,-1.645E-01,-2.975E-01,1.000E-01
3.25E+02,1.738E+04,-1.650E-01,-2.915E-01,1.000E-01
3.26E+02,1.778E+04,-1.658E-01,-2.926E-01,1.000E-01
3.27E+02,1.820E+04,-1.646E-01,-2.926E-01,1.000E-01
3.28E+02,1.862E+04,-1.641E-01,-3.098E-01,1.000E-01
3.29E+02,1.905E+04,-1.664E-01,-3.041E-01,1.000E-01
3.30E+02,1.950E+04,-1.641E-01,-3.142E-01,1.000E-01
3.31E+02,1.995E+04,-1.660E-01,-3.304E-01,1.000E-01
3.32E+02,2.042E+04,-1.666E-01,-3.221E-01,1.000E-01
3.33E+02,2.089E+04,-1.697E-01,-3.342E-01,1.000E-01
3.34E+02,2.138E+04,-1.675E-01,-3.318E-01,1.000E-01
3.35E+02,2.188E+04,-1.667E-01,-3.440E-01,1.000E-01
3.36E+02,2.239E+04,-1.670E-01,-3.490E-01,1.000E-01
3.37E+02,2.291E+04,-1.669E-01,-3.559E-01,1.000E-01
3.38E+02,2.344E+04,-1.680E-01,-3.594E-01,1.000E-01
3.39E+02,2.399E+04,-1.678E-01,-3.735E-01,1.000E-01
3.40E+02,2.455E+04,-1.694E-01,-3.725E-01,1.000E-01
3.41E+02,2.512E+04,-1.641E-01,-3.622E-01,1.000E-01
3.42E+02,2.570E+04,-1.634E-01,-3.752E-01,1.000E-01
3.43E+02,2.630E+04,-1.646E-01,-3.739E-01,1.000E-01
3.44E+02,2.692E+04,-1.632E-01,-4.008E-01,1.000E-01
3.45E+02,2.754E+04,-1.646E-01,-3.960E-01,1.000E-01
3.46E+02,2.818E+04,-1.657E-01,-3.987E-01,1.000E-01
