in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
2.78E+02,5.888E+03,-6.126E+00,-4.379E+00,1.000E-01
2.79E+02,6.026E+03,-6.131E+00,-4.370E+00,1.000E-01
2.80E+02,6.166E+03,-6.138E+00,-4.318E+00,1.000E-01
2.81E+02,6.310E+03,-6.140E+00,-4.284E+00,1.000E-01
2.82E+02,6.457E+03,-6.139E+00,-4.255E+00,1.000E-01
2.83E+02,6.607E+03,-6.145E+00,-4.240E+00,1.000E-01
2.84E+02,6.761E+03,-6.145E+00,-4.246E+00,1.000E-01
2.85E+02,6.918E+03,-6.146E+00,-4.263E+00,1.000E-01
2.86E+02,7.079E+03,-6.148E+00,-4.224E+00,1.000E-01
2.87E+02,7.244E+03,-6.151E+00,-4.215E+00,1.000E-01
2.88E+02,7.413E+03,-6.149E+00,-4.164E+00,1.000E-01
2.89E+02,7.586E+03,-6.152E+00,-4.220E+00,1.000E-01
2.90E+02,7.762E+03,-6.155E+00,-4.177E+00,1.000E-01
2.91E+02,7.943E+03,-6.154E+00,-4.135E+00,1.000E-01
2.92E+02,8.128E+03,-6.158E+00,-4.170E+00,1.000E-01
2.93E+02,8.318E+03,-6.161E+00,-4.203E+00,1.000E-01
2.94E+02,8.511E+03,-6.153E+00,-4.130E+00,1.000E-01
2.95E+02,8.710E+03,-6.162E+00,-4.159E+00,1.000E-01
2.96E+02,8.913E+03,-6.161E+00,-4.205E+00,1.000E-01
2.97E+02,9.120E+03,-6.165E+00,-4.210E+00,1.000E-01
2.98E+02,9.333E+03,-6.160E+00,-4.181E+00,1.000E-01
2.99E+02,9.550E+03,-6.168E+00,-4.244E+00,1.000E-01
3.00E+02,9.772E+03,-6.171E+00,-4.202E+00,1.000E-01
3.01E+02,1.000E+04,-6.167E+00,-4.267E+00,1.000E-01
3.02E+02,1.023E+04,-6.175E+00,-4.298E+00,1.000E-01
3.03E+02,1.047E+04,-6.176E+00,-4.319E+00,1.000E-01
3.04E+02,1.072E+04,-6.177E+00,-4.341E+00,1.000E-01
3.05E+02,1.096E+04,-6.175E+00,-4.353E+00,1.000E-01
3.06E+02,1.122E+04,-6.179E+00,-4.425E+00,1.000E-01
3.07E+02,1.148E+04,-6.181E+00,-4.471E+00,1.000E-01
3.08E+02,1.175E+04,-6.183E+00,-4.496E+00,1.000E-01
3.09E+02,1.202E+04,-6.179E+00,-4.492E+00,1.000E-01
3.10E+02,1.230E+04,-6.182E+00,-4.566E+00,1.000E-01
3.11E+02,1.259E+04,-6.185E+00,-4.612E+00,1.000E-01
3.12E+02,1.288E+04,-6.183E+00,-4.628E+00,1.000E-01
3.13E+02,1.318E+04,-6.188E+00,-4.700E+00,1.000E-01
3.14E+02,1.349E+04,-6.191E+00,-4.742E+00,1.000E-01
3.15E+02,1.380E+04,-6.189E+00,-4.791E+00,1.000E-01
3.16E+02,1.413E+04,-6.188E+00,-4.822E+00,1.000E-01
3.17E+02,1.445E+04,-6.192E+00,-4.901E+00,1.000E-01
3.18E+02,1.479E+04,-6.196E+00,-4.962E+00,1.000E-01
3.19E+02,1.514E+04,-6.199E+00,-5.031E+00,1.000E-01
3.20E+02,1.549E+04,-6.200E+00,-5.082E+00,1.000E-01
3.21E+02,1.585E+04,-6.201E+00,-5.152E+00,1.000E-01
3.22E+02,1.622E+04,-6.202E+00,-5.239E+00,1.000E-01
3.23E+02,1.660E+04,-6.205E+00,-5.301E+00,1.000E-01
3.24E+02,1.698E+04,-6.207E+00,-5.372E+00,1.000E-01
3.25E+02,1.738E+04,-6.202E+00,-5.462E+00,1.000E-01
3.26E+02,1.778E+04,-6.212E+00,-5.531E+00,1.000E-01
3.27E+02,1.820E+04,-6.211E+00,-5.644E+00,1.000E-01
3.28E+02,1.862E+04,-6.209E+00,-5.695E+00,1.000E-01
3.29E+02,1.905E+04,-6.219E+00,-5.787E+00,1.000E-01
3.30E+02,1.950E+04,-6.217E+00,-5.865E+00,1.000E-01
3.31E+02,1.995E+04,-6.217E+00,-5.989E+00,1.000E-01
3.32E+02,2.042E+04,-6.222E+00,-6.082E+00,1.000E-01
3.33E+02,2.089E+04,-6.223E+00,-6.156E+00,1.000E-01
3.34E+02,2.138E+04,-6.225E+00,-6.278E+00,1.000E-01
3.35E+02,2.188E+04,-6.228E+00,-6.398E+00,1.000E-01
3.36E+02,2.239E+04,-6.232E+00,-6.498E+00,1.000E-01
3.37E+02,2.291E+04,-6.233E+00,-6.603E+00,1.000E-01
3.38E+02,2.344E+04,-6.238E+00,-6.718E+00,1.000E-01
3.39E+02,2.399E+04,-6.245E+00,-6.844E+00,1.000E-01
3.40E+02,2.455E+04,-6.244E+00,-6.972E+00,1.000E-01
3.41E+02,2.512E+04,-6.234E+00,-7.079E+00,1.000E-01
3.42E+02,2.570E+04,-6.239E+00,-7.223E+00,1.000E-01
3.43E+02,2.630E+04,-6.246E+00,-7.341E+00,1.000E-01
3.44E+02,2.692E+04,-6.244E+00,-7.506E+00,1.000E-01
3.45E+02,2.754E+04,-6.251E+00,-7.640E+00,1.000E-01
3.46E+02,2.818E+04,-6.255E+00,-7.782E+00,1.000E-01
3.47E+02,2.884E+04,-6.257E+00,-7.930E+00,1.000E-01
3.48E+02,2.951E+04,-6.265E+00,-8.068E+00,1.000E-01
3.49E+02,3.020E+04,-6.273E+00,-8.233E+00,1.000E-01
3.50E+02,3.090E+04,-6.273E+00,-8.410E+00,1.000E-01
3.51E+02,3.162E+04,-6.278E+00,-8.548E+00,1.000E-01
3.52E+02,3.236E+04,-6.283E+00,-8.724E+00,1.000E-01
3.53E+02,3.311E+04,-6.288E+00,-8.896E+00,1.000E-01
3.54E+02,3.388E+04,-6.299E+00,-9.080E+00,1.000E-01
3.55E+02,3.467E+04,-6.299E+00,-9.251E+00,1.000E-01
3.56E+02,3.548E+04,-6.306E+00,-9.454E+00,1.000E-01
3.57E+02,3.631E+04,-6.318E+00,-9.610E+00,1.000E-01
3.58E+02,3.715E+04,-6.325E+00,-9.815E+00,1.000E-01
3.59E+02,3.802E+04,-6.329E+00,-1.003E+01,1.000E-01
3.60E+02,3.890E+04,-6.341E+00,-1.024E+01,1.000E-01
3.61E+02,3.981E+04,-6.348E+00,-1.041E+01,1.000E-01
3.62E+02,4.074E+04,-6.353E+00,-1.065E+01,1.000E-01
3.63E+02,4.169E+04,-6.365E+00,-1.086E+01,1.000E-01
3.64E+02,4.266E+04,-6.375E+00,-1.106E+01,1.000E-01
3.65E+02,4.365E+04,-6.385E+00,-1.132E+01,1.000E-01
3.66E+02,4.467E+04,-6.393E+00,-1.155E+01,1.000E-01
3.67E+02,4.571E+04,-6.402E+00,-1.180E+01,1.000E-01
3.68E+02,4.677E+04,-6.418E+00,-1.204E+01,1.000E-01
3.69E+02,4.786E+04,-6.426E+00,-1.229E+01,1.000E-01
3.70E+02,4.898E+04,-6.438E+00,-1.252E+01,1.000E-01
3.71E+02,5.012E+04,-6.450E+00,-1.280E+01,1.000E-01
3.72E+02,5.129E+04,-6.460E+00,-1.306E+01,1.000E-01
3.73E+02,5.248E+04,-6.474E+00,-1.333E+01,1.000E-01
